Node	Phylum	Class	Order	arabidopsis_thaliana_rhizoplane	arabidopsis_thaliana_rhizosphere	lotus_japonicus_root	lotus_japonicus_rhizosphere	arabidopsis_thaliana_root	CAS	chlamydomonas_reinhardtii_phycosphere
ASV_1052	Bacteroidota	Bacteroidia	Chitinophagales	0	237.577879560622	0	180.615357624174	0	241.140567814635	34.8891368699527
ASV_1053	Proteobacteria	Alphaproteobacteria	Rhizobiales	0	87.521598875946	0	0	77.7610028708379	155.243928882645	124.044956435887
ASV_1054	Actinobacteriota	Thermoleophilia	Gaiellales	47.3249578885694	258.281383732037	34.8059160726802	134.203142406283	66.9195029789901	255.028876646004	88.5849740894698
ASV_1055	Proteobacteria	Alphaproteobacteria	Sphingomonadales	171.556913717865	249.954353140642	0	172.889630658999	155.661142442011	229.520315797977	109.927130809363
ASV_1056	Proteobacteria	Gammaproteobacteria	Steroidobacterales	137.473125302106	185.220564706537	161.980175743134	197.165914533118	129.166613093451	157.562767183434	37.1681498377447
ASV_1057	Proteobacteria	Gammaproteobacteria	Xanthomonadales	131.568874510097	175.198216434111	104.983437411284	101.351121622003	135.047192935715	105.744194672932	87.1627499986961
ASV_1058	Acidobacteriota	Subgroup_5	NA	59.7945804723653	249.623485027356	0	161.528215601588	51.100451971271	242.349238632054	78.102443722392
ASV_1059	Bacteroidota	Bacteroidia	Chitinophagales	183.093043334365	105.605184089698	177.851218656684	212.782939673416	75.5253961143592	72.5163498013451	0
ASV_106	Proteobacteria	Gammaproteobacteria	Burkholderiales	184.400810544416	298.554707967934	162.229426556639	270.842500968545	198.167153447927	291.922534026695	0
ASV_1060	Actinobacteriota	Actinobacteria	Propionibacteriales	0	0	0	0	32.7141303962969	44.8001921578345	0
ASV_1061	Bacteroidota	Bacteroidia	Flavobacteriales	135.327734141812	76.0056447405825	123.391714222003	82.5241083603781	124.707902247344	36.5490549535409	0
ASV_1062	Proteobacteria	Gammaproteobacteria	Burkholderiales	209.533062582337	76.6421572034164	96.6425513865013	126.110140187133	99.4907152991039	0	0
ASV_1063	Actinobacteriota	Actinobacteria	Propionibacteriales	81.3793150924469	207.881661965373	0	31.6757375372841	163.849187823574	121.64689559494	0
ASV_1064	Acidobacteriota	Acidobacteriae	Acidobacteriales	0	163.822865822143	0	26.3841200878051	21.958588511991	239.886702978814	46.9745853613665
ASV_1066	Bacteroidota	Bacteroidia	Chitinophagales	132.268493321464	241.715072560222	18.4642961089877	195.933460298707	164.362458123622	221.694011443619	53.5635667073319
ASV_1069	Proteobacteria	Alphaproteobacteria	Rhizobiales	0	72.8779604130818	0	0	0	0	0
ASV_107	Proteobacteria	Alphaproteobacteria	Sphingomonadales	177.53611533277	276.040558412694	116.408769185364	291.424673773925	181.405599532322	282.266489688577	134.436753477215
ASV_1072	Proteobacteria	Gammaproteobacteria	Burkholderiales	69.3597461113781	267.145000713292	122.260055357961	136.771497807544	191.399210490774	280.523863711173	157.725783008414
ASV_1074	Actinobacteriota	Actinobacteria	Pseudonocardiales	82.5783139323602	131.900985136121	21.6956197277809	39.9651861219616	159.360670615042	96.6378470527962	35.3976055997581
ASV_1075	Actinobacteriota	Actinobacteria	Micrococcales	158.279199593985	97.4640955925807	0	0	179.905077496274	56.182284550777	34.7525381684754
ASV_1076	Actinobacteriota	Actinobacteria	Corynebacteriales	0	192.688510487373	0	36.1999486865373	28.3801738459393	159.996293161002	89.1224718183017
ASV_1079	Proteobacteria	Gammaproteobacteria	Xanthomonadales	165.981142536572	203.816871137211	165.800657387913	303.812569189637	183.482657239702	69.7116341218805	0
ASV_108	Chloroflexi	Chloroflexia	Chloroflexales	191.195269496087	249.414763433981	154.682062941701	209.593859104257	191.406242264507	247.826598416871	0
ASV_1080	Proteobacteria	Gammaproteobacteria	Burkholderiales	85.8957413807313	277.917064368614	72.2988353705873	218.811048782528	136.975713317877	282.406574679672	0
ASV_1081	Actinobacteriota	Acidimicrobiia	Microtrichales	118.740651211037	114.342792836599	35.4276086915637	0	172.647621955258	161.502292217957	46.4673826368686
ASV_1082	Proteobacteria	Gammaproteobacteria	Burkholderiales	162.024391434586	232.542934240311	142.307924811155	229.177107571312	181.724191044021	83.301692633016	0
ASV_1083	Proteobacteria	Alphaproteobacteria	Rhizobiales	43.8471220151991	247.973810587322	16.7171523406863	74.093822048066	29.0904026996063	232.886183471625	133.941848620588
ASV_1084	Proteobacteria	Gammaproteobacteria	Burkholderiales	0	156.708767581188	0	0	50.7897636854441	199.550631423358	46.4673826368686
ASV_1085	Proteobacteria	Gammaproteobacteria	Burkholderiales	41.2897990157465	249.478323823131	21.3963287523597	147.538751829021	64.3369530589009	220.998079827407	88.8163629879896
ASV_1086	Proteobacteria	Gammaproteobacteria	Burkholderiales	0	0	117.766350701516	185.990262648438	0	0	0
ASV_1087	Proteobacteria	Gammaproteobacteria	Burkholderiales	0	158.94004710433	0	56.9017521288676	26.2909733307218	183.402616402751	35.9106158163383
ASV_1088	Proteobacteria	Alphaproteobacteria	Rhizobiales	42.411780371638	48.2285818444043	19.041591974259	37.6803435538786	40.1604760481284	107.37152874236	82.7511068417512
ASV_1089	Spirochaetota	Leptospirae	Leptospirales	203.336533439101	247.557512392666	149.295524879489	183.600676901214	191.708893851367	98.6406642165651	0
ASV_109	Proteobacteria	Gammaproteobacteria	Burkholderiales	151.687878302513	245.791821489405	138.468792621607	194.428701414194	188.205750886171	124.54581586119	0
ASV_1091	Chloroflexi	TK10	NA	0	58.2595240607859	0	51.7182052312432	4.72310391536679	151.453473860687	47.037093246837
ASV_1092	Proteobacteria	Gammaproteobacteria	Steroidobacterales	72.2156747489473	255.07304026259	103.767483410416	153.417419725632	157.848348965401	240.634068492919	112.537603240227
ASV_1093	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	152.876152828751	254.376648310141	92.044211742518	218.158889046552	101.719361441974	243.166811505798	0
ASV_1096	Planctomycetota	Phycisphaerae	Phycisphaerales	0	0	0	24.6316449483429	12.9759217395045	0	0
ASV_1097	Proteobacteria	Gammaproteobacteria	Xanthomonadales	193.353457858553	273.665053654896	116.504803314157	200.242259758791	194.584816413008	164.098721920684	0
ASV_1098	Nitrospirota	Nitrospiria	Nitrospirales	0	249.087946907604	0	129.234189647767	22.8389483021043	236.139436389941	138.12007433445
ASV_1099	Actinobacteriota	Actinobacteria	Micromonosporales	0	117.427873326435	0	0	101.00162930066	0	0
ASV_11	Proteobacteria	Alphaproteobacteria	Rhizobiales	154.81980712582	246.479817861743	144.162397866232	204.498080164663	175.595193461779	228.339735300905	103.443301974355
ASV_110	Proteobacteria	Gammaproteobacteria	Burkholderiales	34.2551503626135	145.040197571427	0	0	143.893846355035	140.790081934154	0
ASV_1100	Actinobacteriota	Actinobacteria	Micromonosporales	0	93.807865307454	68.278758833401	58.6059789543388	94.4311179542834	0	0
ASV_1101	Acidobacteriota	Acidobacteriae	Acidobacteriales	0	118.32996883686	0	47.6052731740028	21.9214772647702	50.5661572721522	0
ASV_1102	Proteobacteria	Alphaproteobacteria	Caulobacterales	163.18437107586	234.571690635432	67.0999660887559	147.905003612036	179.429306963788	228.091857061886	121.05829678754
ASV_1103	Firmicutes	Bacilli	Bacillales	0	32.3277514220948	0	0	0	191.550554735228	116.475204985869
ASV_1104	Proteobacteria	Gammaproteobacteria	Burkholderiales	119.774853273709	264.140600331048	159.435750649003	273.225919145063	194.271368779819	51.0194461152165	0
ASV_1105	Firmicutes	Bacilli	Bacillales	0	148.015833223238	0	0	0	189.473674792112	132.845973160889
ASV_1106	Acidobacteriota	Subgroup_5	NA	0	278.22895927227	0	135.502190383804	0	265.152866676652	139.200438892609
ASV_1107	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	107.184643989492	267.283730209982	36.3641423934284	193.668128105205	33.2377173312974	288.297246519701	80.8887663863712
ASV_1109	Actinobacteriota	Actinobacteria	Micrococcales	75.1757896156059	228.958501918601	16.7171523406863	36.1999486865373	169.906647323165	222.736770940493	132.993944265231
ASV_111	Firmicutes	Bacilli	Bacillales	133.632359332252	261.831302119996	0	218.682812723792	62.9752304126182	238.076149394926	163.567390568662
ASV_1111	Bacteroidota	Bacteroidia	Flavobacteriales	38.6349878132638	234.119560975992	0	74.1998839053737	0	231.195102358408	111.780902202704
ASV_1113	Proteobacteria	Alphaproteobacteria	Rhizobiales	0	138.765480788062	47.0318694357863	29.7801192161024	44.9344681543813	119.500038920128	62.5911124143867
ASV_1116	Proteobacteria	Gammaproteobacteria	Burkholderiales	183.665583919626	250.210347729681	144.221769768494	201.136021695532	169.682610217041	241.966098306456	0
ASV_1117	Chloroflexi	Chloroflexia	Chloroflexales	0	203.936619272386	0	100.866925649587	37.087558211446	96.433534049931	0
ASV_1118	Proteobacteria	Gammaproteobacteria	Burkholderiales	63.7309682538264	136.476455003956	40.0921000180409	135.7192137309	0	109.156259216209	0
ASV_1119	Proteobacteria	Alphaproteobacteria	Rhizobiales	176.020624454285	260.841090516263	107.213866547926	208.569898265047	107.879139708277	236.363870988296	86.823635520842
ASV_112	Nitrospirota	Nitrospiria	Nitrospirales	141.121782404817	290.583688236293	49.5576755327187	262.69948341216	81.8107212649435	297.525726375504	134.098223278263
ASV_1120	Proteobacteria	Alphaproteobacteria	Rhizobiales	85.0491760677448	79.034118481742	16.8299389810343	30.9517105479638	74.6333064708923	107.28222542361	78.6806690172581
ASV_1121	Proteobacteria	Alphaproteobacteria	Sphingomonadales	79.1973684768734	264.666194137524	21.3963287523597	116.981746688921	104.359794850492	270.262509028496	150.289508222752
ASV_1124	Proteobacteria	Gammaproteobacteria	Burkholderiales	112.719762541779	276.537941287773	68.7023516728522	176.864555990545	24.3078166298088	262.200927762931	0
ASV_1125	Actinobacteriota	Thermoleophilia	Gaiellales	34.8197215881824	243.00184983948	0	107.704133234997	43.1894456617069	223.564812909558	0
ASV_1126	Proteobacteria	Gammaproteobacteria	Cellvibrionales	175.194149051067	195.057059335973	200.944529408701	265.326607070104	143.321768232197	83.0467709014352	0
ASV_1127	Proteobacteria	Gammaproteobacteria	Xanthomonadales	42.411780371638	263.864806150741	110.88600528799	275.982643378592	169.895156258224	239.160148424237	140.325540442931
ASV_1128	Proteobacteria	Gammaproteobacteria	Burkholderiales	119.573205430783	157.30484271408	109.197771964525	200.311004080152	50.4070622897986	106.038640104551	0
ASV_1129	Proteobacteria	Alphaproteobacteria	Rhizobiales	168.69218546922	215.332063647205	66.2928836564013	133.488908512531	92.830490276992	217.076475727731	0
ASV_113	Proteobacteria	Alphaproteobacteria	Rhizobiales	116.996067244994	202.873450939929	130.569993968459	157.660697389245	160.239393467179	42.8887596330723	0
ASV_1131	Proteobacteria	Gammaproteobacteria	PLTA13	0	262.63381347326	73.0785387150868	163.702790803613	66.4489482170272	241.537514100407	145.680022949544
ASV_1132	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	0	240.16209015372	0	165.227864902563	0	218.335413417711	57.7008635017291
ASV_1133	Chloroflexi	Chloroflexia	Chloroflexales	0	158.731441381622	85.3688613998358	177.75653497642	126.917567011974	46.5869569788118	0
ASV_1134	Proteobacteria	Alphaproteobacteria	Sphingomonadales	122.70606513463	199.456364466801	0	65.9599954769951	119.515526807297	205.75133834288	67.8082361762817
ASV_1136	Proteobacteria	Alphaproteobacteria	Rhizobiales	54.3088363296297	26.6458473395749	0	30.8562485892258	11.1281426022966	0	0
ASV_1137	Firmicutes	Bacilli	Alicyclobacillales	0	221.500108935396	0	0	45.5745160593815	215.243894607257	120.384687025483
ASV_1139	Bacteroidota	Bacteroidia	Flavobacteriales	219.616558901855	166.887612387572	162.164904872442	174.656892542387	134.837526147157	81.0421988657774	0
ASV_114	Proteobacteria	Gammaproteobacteria	Burkholderiales	168.21973767427	172.185656908098	177.092249243244	214.821220960075	149.856039922349	62.9357131034401	0
ASV_1140	Proteobacteria	Gammaproteobacteria	Burkholderiales	0	137.088468349539	23.8910850240157	0	0	79.1274424945186	0
ASV_1141	Bacteroidota	Bacteroidia	Flavobacteriales	80.924810907874	150.844544780816	144.34856027431	211.820606402289	22.3199822858223	62.3676715374151	0
ASV_1143	Actinobacteriota	MB-A2-108	NA	38.6349878132638	137.165635757556	0	0	0	204.562811197448	69.1116142305605
ASV_1147	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	0	22.3480611560636	0	0	10.0055805139361	100.135812973358	44.5871296258278
ASV_1149	Proteobacteria	Gammaproteobacteria	Burkholderiales	76.2981916510505	239.439272664204	92.4474198739925	206.404494592298	50.886427575391	243.178625624196	0
ASV_115	Proteobacteria	Gammaproteobacteria	Burkholderiales	163.084520640049	236.315243472741	186.539144919327	246.210966656021	177.991085295412	203.344706393808	76.9525626061674
ASV_1153	Chloroflexi	Chloroflexia	Chloroflexales	0	0	0	0	19.1891830602808	0	0
ASV_1154	Chloroflexi	TK10	NA	0	58.1757283543606	25.1684820509454	74.3384306643349	0	66.1849837303015	0
ASV_1155	Actinobacteriota	Thermoleophilia	Gaiellales	0	228.518250182233	19.4302601860202	26.3810330563091	58.9324548407009	196.296253498199	117.093544645299
ASV_1156	Nitrospirota	Nitrospiria	Nitrospirales	0	0	0	64.5136288609451	0	29.8202205247883	0
ASV_1158	Proteobacteria	Alphaproteobacteria	Rhizobiales	120.584426972274	239.906375913338	94.8229823420397	171.974403753067	166.667399368217	208.095167418129	39.4503083288796
ASV_1159	Bacteroidota	Bacteroidia	Flavobacteriales	73.6271062903349	105.794979948904	163.340198813923	241.255329880516	106.743636453862	60.9692912117998	0
ASV_116	Proteobacteria	Alphaproteobacteria	Rhizobiales	143.529830104783	261.733025846138	83.2448051418085	202.930066186399	164.999985578352	237.017710273681	139.535874235114
ASV_1160	Myxococcota	Polyangia	Haliangiales	172.744481558074	154.86222752918	160.133760458619	215.869142498852	179.171615665625	87.4498403392642	38.2524323608859
ASV_1162	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	59.7945804723653	232.470289777681	0	166.98179183351	26.21676919907	225.543025501161	78.4667965397835
ASV_1164	Proteobacteria	Gammaproteobacteria	CCD24	0	206.181735526448	20.3900207072429	57.9711754973103	23.4334585438816	137.075420952645	73.348739762218
ASV_1165	Myxococcota	Myxococcia	Myxococcales	77.2333590436851	72.6145769137002	0	0	60.2745068653471	78.9858032565436	0
ASV_1166	Actinobacteriota	Thermoleophilia	Solirubrobacterales	40.2642609516437	172.846724426965	0	26.3810330563091	35.5146864094385	207.883242035158	41.7815230687066
ASV_1167	Proteobacteria	Gammaproteobacteria	Burkholderiales	113.353254102848	217.564014458879	117.619625076272	140.751827465715	189.335791549893	262.815388229448	124.70522811372
ASV_1168	Chloroflexi	TK10	NA	0	235.780816936635	0	122.70688047941	45.0823904576355	167.053193914872	0
ASV_117	Proteobacteria	Gammaproteobacteria	Burkholderiales	172.664751230006	240.429515063987	167.715656434058	238.82940451332	201.246248861815	54.3660783371619	59.8121109569716
ASV_1170	Firmicutes	Bacilli	Bacillales	0	241.880207731723	0	112.058626156379	10.0648637683075	205.803900663472	143.872933441813
ASV_1172	Proteobacteria	Gammaproteobacteria	Burkholderiales	0	0	0	36.1999486865373	0	0	0
ASV_1173	Proteobacteria	Alphaproteobacteria	Caulobacterales	0	65.7482558471842	148.253020892024	233.950305376697	26.3098913199558	107.028983191249	106.617515276215
ASV_1174	Proteobacteria	Alphaproteobacteria	Sphingomonadales	113.304372516529	286.048172886623	0	144.609727135238	135.848789664474	269.596977985419	124.588751753987
ASV_1176	Proteobacteria	Gammaproteobacteria	Burkholderiales	209.945201636214	135.371086232292	24.2804475510009	29.7667830711814	31.6281221518787	52.8570525289764	0
ASV_1177	Proteobacteria	Gammaproteobacteria	PLTA13	96.0640753249155	253.671118793112	21.2124568834501	155.60239414403	57.0264125213111	229.279761456843	137.933023649654
ASV_1179	Actinobacteriota	Actinobacteria	Corynebacteriales	51.8255749388598	159.501328524228	0	94.1194694276476	21.5740581743609	191.582906124114	85.9175881077464
ASV_118	Proteobacteria	Gammaproteobacteria	Pseudomonadales	155.554746166618	238.722477547794	170.332132927092	208.550424289245	173.422691087763	93.8348851794656	80.5783436629075
ASV_1181	Proteobacteria	Gammaproteobacteria	Xanthomonadales	0	0	0	0	70.2861929064048	0	0
ASV_1184	Proteobacteria	Gammaproteobacteria	Burkholderiales	193.450409322739	244.774794147039	127.831975154266	186.704835581163	178.617020830956	154.295287911128	0
ASV_1185	Proteobacteria	Alphaproteobacteria	Sphingomonadales	213.21243359687	264.66524390038	142.822832409493	223.416265324452	145.462164171497	192.060915806424	0
ASV_1186	Chloroflexi	Chloroflexia	Chloroflexales	0	0	0	0	16.2722448364518	0	0
ASV_1187	Actinobacteriota	Actinobacteria	Streptosporangiales	44.1447366532112	0	0	0	13.7608239004906	0	0
ASV_119	Bacteroidota	Bacteroidia	Flavobacteriales	219.596449028745	270.880493476184	180.138598731583	228.691674322052	182.756310350672	171.131399928132	0
ASV_1190	Proteobacteria	Gammaproteobacteria	Pseudomonadales	141.707280602819	206.194268088235	125.557109294559	221.347389776938	10.3885261615643	148.275872490845	0
ASV_1191	Chloroflexi	Dehalococcoidia	S085	0	225.344318148347	40.0760341652664	166.95115080756	38.5629070467517	217.267234056442	34.7245252104824
ASV_1192	Proteobacteria	Gammaproteobacteria	Burkholderiales	38.6349878132638	154.361319458664	0	0	0	232.844020404331	107.888514439526
ASV_1193	Proteobacteria	Gammaproteobacteria	Burkholderiales	193.234581875462	77.890034563715	0	0	125.8365996388	0	0
ASV_1194	Proteobacteria	Alphaproteobacteria	Rhizobiales	113.796080068131	224.947688041929	143.180363884648	130.813541965922	157.333054398183	46.7799993105591	49.3189609999338
ASV_1195	Desulfobacterota	NA	NA	69.9738564090256	234.236363956349	22.2432893649833	120.989785689536	61.709286101037	259.674913784416	85.4653018235558
ASV_1196	Actinobacteriota	Actinobacteria	Pseudonocardiales	214.282229903588	263.194123191818	156.34423659205	271.905360207939	194.557116763407	197.025517058019	45.2860971233759
ASV_1198	Myxococcota	Polyangia	Haliangiales	179.918097147177	228.220407020673	52.5592199419092	167.055295703297	168.033449791759	201.261652138656	0
ASV_12	Proteobacteria	Alphaproteobacteria	Rhizobiales	181.238912868664	251.823558974346	183.612731455331	199.847487371827	178.670178204974	226.491763180368	105.525718228895
ASV_120	Proteobacteria	Gammaproteobacteria	Burkholderiales	208.914482994018	246.878250430144	194.978708140169	284.528582894766	192.992091645948	37.4116110883574	0
ASV_1200	Proteobacteria	Gammaproteobacteria	Pseudomonadales	102.541567213878	107.240535161271	135.60746546138	173.119373203341	37.6568111872313	69.5588917439786	0
ASV_1202	Proteobacteria	Gammaproteobacteria	Burkholderiales	0	0	87.3762424589582	51.8455848421397	27.3450947468962	0	0
ASV_1206	Actinobacteriota	Actinobacteria	Micrococcales	135.643202792743	235.305333076586	19.8739527460004	219.253812351667	153.767338514649	193.036833877619	118.395635519603
ASV_1207	Actinobacteriota	Actinobacteria	Propionibacteriales	37.2547514590922	172.276006315826	0	78.8898224010618	86.4230330962764	158.81010891353	75.6011819541437
ASV_1209	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	80.9846664205992	224.915535045411	25.7642594333306	225.835985583278	43.4802166481615	226.461005821438	45.2860971233759
ASV_121	Proteobacteria	Gammaproteobacteria	Steroidobacterales	163.515144162044	245.317550152183	155.152265923513	192.296662740184	179.969890979269	194.458085947326	36.4358643589511
ASV_1210	Myxococcota	Polyangia	Polyangiales	88.4225034023016	207.446073268851	0	210.756209161852	24.8692669027237	209.646791903899	44.0180472704888
ASV_1211	Bacteroidota	Bacteroidia	Chitinophagales	114.928423821215	239.473759705007	29.7116928912332	174.828650379454	53.7037806870499	264.884594131689	0
ASV_1212	Proteobacteria	Gammaproteobacteria	Burkholderiales	0	0	0	41.2988978823775	0	0	0
ASV_1214	Proteobacteria	Gammaproteobacteria	Burkholderiales	207.123404257064	52.5920111890172	180.119567381489	237.158449230188	163.504058060553	0	0
ASV_1215	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	0	247.319603173706	0	64.1880056594902	26.1543568080617	211.342157955889	35.8582627437604
ASV_122	Proteobacteria	Gammaproteobacteria	Burkholderiales	194.208754732044	267.706848763469	210.593475100342	304.903748440927	204.979248922471	226.628631197253	0
ASV_1220	Proteobacteria	Alphaproteobacteria	Rhizobiales	0	45.8563930968359	0	0	115.114562475256	99.5045526189282	76.2683625244611
ASV_1222	Proteobacteria	Gammaproteobacteria	Burkholderiales	39.6547501141974	0	42.3223754379237	0	0	0	0
ASV_1224	Proteobacteria	Gammaproteobacteria	Burkholderiales	0	257.451658768736	23.0525521749562	128.300299177898	46.0703369801494	262.608638091003	53.5635667073319
